Bathymetry produced by Shom - 540
S186500200
long(DD),lat(DD),depth(m - down positive - LAT)
-1.282,44.785,-20.33
-1.281,44.785,-20.24
-1.28,44.785,-20.16
-1.279,44.785,-20.09
-1.278,44.785,-20.03
-1.277,44.785,-19.97
-1.276,44.785,-19.92
-1.275,44.785,-19.86
-1.274,44.785,-19.79
-1.273,44.785,-19.71
-1.272,44.785,-19.63
-1.271,44.785,-19.32
-1.27,44.785,-19.0
-1.269,44.785,-18.68
-1.268,44.785,-18.36
-1.267,44.785,-18.03
-1.266,44.785,-17.71
-1.265,44.785,-17.39
-1.264,44.785,-17.06
-1.263,44.785,-16.73
-1.262,44.785,-16.4
-1.261,44.785,-16.06
-1.26,44.785,-15.71
-1.259,44.785,-15.35
-1.258,44.785,-14.98
-1.257,44.785,-14.59
-1.256,44.785,-14.18
-1.255,44.785,-13.74
-1.254,44.785,-13.26
-1.253,44.785,-12.73
-1.252,44.785,-12.12
-1.251,44.785,-11.34
-1.25,44.785,-10.2
-1.249,44.785,-8.33
-1.248,44.785,-6.46
-1.247,44.785,-5.1
-1.246,44.785,-4.31
-1.245,44.785,-3.85
-1.244,44.785,-3.53
-1.243,44.785,-3.17
-1.242,44.785,-2.64
-1.241,44.785,-1.75
-1.24,44.785,-0.25
-1.239,44.785,2.16
-1.238,44.785,5.66
-1.237,44.785,10.14
-1.3,44.784,-22.09
-1.299,44.784,-22.36
-1.298,44.784,-22.36
-1.297,44.784,-22.25
-1.296,44.784,-22.11
-1.295,44.784,-21.96
-1.294,44.784,-21.81
-1.293,44.784,-21.67
-1.292,44.784,-21.53
-1.291,44.784,-21.4
-1.29,44.784,-21.27
-1.289,44.784,-21.15
-1.288,44.784,-21.03
-1.287,44.784,-20.91
-1.286,44.784,-20.79
-1.285,44.784,-20.67
-1.284,44.784,-20.56
-1.283,44.784,-20.45
-1.282,44.784,-20.35
-1.281,44.784,-20.25
-1.28,44.784,-20.17
-1.279,44.784,-20.1
-1.278,44.784,-20.03
-1.277,44.784,-19.97
-1.276,44.784,-19.9
-1.275,44.784,-19.83
-1.274,44.784,-19.75
-1.273,44.784,-19.63
-1.272,44.784,-19.42
-1.271,44.784,-19.23
-1.27,44.784,-18.96
-1.269,44.784,-18.65
-1.268,44.784,-18.34
-1.267,44.784,-18.02
-1.266,44.784,-17.7
-1.265,44.784,-17.37
-1.264,44.784,-17.05
-1.263,44.784,-16.71
-1.262,44.784,-16.38
-1.261,44.784,-16.03
-1.26,44.784,-15.68
-1.259,44.784,-15.32
-1.258,44.784,-14.95
-1.257,44.784,-14.56
-1.256,44.784,-14.15
-1.255,44.784,-13.7
-1.254,44.784,-13.21
-1.253,44.784,-12.66
-1.252,44.784,-12.03
-1.251,44.784,-11.26
-1.25,44.784,-10.17
-1.249,44.784,-8.0
-1.248,44.784,-5.96
-1.247,44.784,-4.76
-1.246,44.784,-4.11
-1.245,44.784,-3.73
-1.244,44.784,-3.44
-1.243,44.784,-3.09
-1.242,44.784,-2.55
-1.241,44.784,-1.62
-1.24,44.784,-0.04
-1.239,44.784,2.54
-1.238,44.784,6.01
-1.237,44.784,10.1
-1.3,44.783,-21.94
-1.299,44.783,-22.16
-1.298,44.783,-22.22
-1.297,44.783,-22.17
-1.296,44.783,-22.06
-1.295,44.783,-21.93
-1.294,44.783,-21.79
-1.293,44.783,-21.66
-1.292,44.783,-21.53
-1.291,44.783,-21.4
-1.29,44.783,-21.28
-1.289,44.783,-21.16
-1.288,44.783,-21.04
-1.287,44.783,-20.93
-1.286,44.783,-20.81
-1.285,44.783,-20.69
-1.284,44.783,-20.58
-1.283,44.783,-20.47
-1.282,44.783,-20.36
-1.281,44.783,-20.26
-1.28,44.783,-20.18
-1.279,44.783,-20.1
-1.278,44.783,-20.03
-1.277,44.783,-19.96
-1.276,44.783,-19.88
-1.275,44.783,-19.81
-1.274,44.783,-19.73
-1.273,44.783,-19.64
-1.272,44.783,-19.56
-1.271,44.783,-19.24
-1.27,44.783,-18.94
-1.269,44.783,-18.63
-1.268,44.783,-18.31
-1.267,44.783,-18.0
-1.266,44.783,-17.68
-1.265,44.783,-17.35
-1.264,44.783,-17.03
-1.263,44.783,-16.69
-1.262,44.783,-16.35
-1.261,44.783,-16.0
-1.26,44.783,-15.64
-1.259,44.783,-15.28
-1.258,44.783,-14.91
-1.257,44.783,-14.52
-1.256,44.783,-14.1
-1.255,44.783,-13.64
-1.254,44.783,-13.12
-1.253,44.783,-12.51
-1.252,44.783,-11.77
-1.251,44.783,-10.79
-1.25,44.783,-9.38
-1.249,44.783,-7.27
-1.248,44.783,-5.17
-1.247,44.783,-4.33
-1.246,44.783,-3.89
-1.245,44.783,-3.62
-1.244,44.783,-3.39
-1.243,44.783,-3.1
-1.242,44.783,-2.6
-1.241,44.783,-1.72
-1.24,44.783,-0.18
-1.239,44.783,2.58
-1.238,44.783,6.25
-1.237,44.783,10.75
-1.3,44.782,-21.99
-1.299,44.782,-22.09
-1.298,44.782,-22.13
-1.297,44.782,-22.1
-1.296,44.782,-22.01
-1.295,44.782,-21.9
-1.294,44.782,-21.78
-1.293,44.782,-21.65
-1.292,44.782,-21.53
-1.291,44.782,-21.41
-1.29,44.782,-21.29
-1.289,44.782,-21.18
-1.288,44.782,-21.06
-1.287,44.782,-20.94
-1.286,44.782,-20.83
-1.285,44.782,-20.71
-1.284,44.782,-20.6
-1.283,44.782,-20.48
-1.282,44.782,-20.37
-1.281,44.782,-20.27
-1.28,44.782,-20.18
-1.279,44.782,-20.09
-1.278,44.782,-20.02
-1.277,44.782,-19.94
-1.276,44.782,-19.86
-1.275,44.782,-19.77
-1.274,44.782,-19.66
-1.273,44.782,-19.51
-1.272,44.782,-19.26
-1.271,44.782,-19.11
-1.27,44.782,-18.87
-1.269,44.782,-18.59
-1.268,44.782,-18.28
-1.267,44.782,-17.97
-1.266,44.782,-17.66
-1.265,44.782,-17.34
-1.264,44.782,-17.01
-1.263,44.782,-16.67
-1.262,44.782,-16.33
-1.261,44.782,-15.97
-1.26,44.782,-15.6
-1.259,44.782,-15.23
-1.258,44.782,-14.86
-1.257,44.782,-14.47
-1.256,44.782,-14.05
-1.255,44.782,-13.57
-1.254,44.782,-13.02
-1.253,44.782,-12.35
-1.252,44.782,-11.51
-1.251,44.782,-10.38
-1.25,44.782,-8.84
-1.249,44.782,-6.93
-1.248,44.782,-5.17
-1.247,44.782,-4.28
-1.246,44.782,-3.84
-1.245,44.782,-3.6
-1.244,44.782,-3.4
-1.243,44.782,-3.14
-1.242,44.782,-2.68
-1.241,44.782,-1.82
-1.24,44.782,-0.22
-1.239,44.782,2.55
-1.238,44.782,6.36
-1.3,44.781,-21.94
-1.299,44.781,-22.07
-1.298,44.781,-22.11
-1.297,44.781,-22.08
-1.296,44.781,-21.99
-1.295,44.781,-21.88
-1.294,44.781,-21.77
-1.293,44.781,-21.65
-1.292,44.781,-21.53
-1.291,44.781,-21.42
-1.29,44.781,-21.3
-1.289,44.781,-21.19
-1.288,44.781,-21.08
-1.287,44.781,-20.96
-1.286,44.781,-20.85
-1.285,44.781,-20.73
-1.284,44.781,-20.62
-1.283,44.781,-20.5
-1.282,44.781,-20.39
-1.281,44.781,-20.28
-1.28,44.781,-20.17
-1.279,44.781,-20.09
-1.278,44.781,-20.01
-1.277,44.781,-19.93
-1.276,44.781,-19.84
-1.275,44.781,-19.75
-1.274,44.781,-19.64
-1.273,44.781,-19.53
-1.272,44.781,-19.44
-1.271,44.781,-19.13
-1.27,44.781,-18.84
-1.269,44.781,-18.55
-1.268,44.781,-18.26
-1.267,44.781,-17.95
-1.266,44.781,-17.64
-1.265,44.781,-17.32
-1.264,44.781,-16.99
-1.263,44.781,-16.66
-1.262,44.781,-16.31
-1.261,44.781,-15.94
-1.26,44.781,-15.56
-1.259,44.781,-15.18
-1.258,44.781,-14.82
-1.257,44.781,-14.43
-1.256,44.781,-14.0
-1.255,44.781,-13.51
-1.254,44.781,-12.93
-1.253,44.781,-12.24
-1.252,44.781,-11.36
-1.251,44.781,-10.19
-1.25,44.781,-8.59
-1.249,44.781,-6.8
-1.248,44.781,-5.23
-1.247,44.781,-4.33
-1.246,44.781,-3.86
-1.245,44.781,-3.6
-1.244,44.781,-3.41
-1.243,44.781,-3.16
-1.242,44.781,-2.73
-1.241,44.781,-1.92
-1.24,44.781,-0.36
-1.239,44.781,2.55
-1.238,44.781,6.33
-1.3,44.78,-22.19
-1.299,44.78,-22.2
-1.298,44.78,-22.17
-1.297,44.78,-22.1
-1.296,44.78,-22.0
-1.295,44.78,-21.89
-1.294,44.78,-21.77
-1.293,44.78,-21.65
-1.292,44.78,-21.54
-1.291,44.78,-21.43
-1.29,44.78,-21.32
-1.289,44.78,-21.21
-1.288,44.78,-21.1
-1.287,44.78,-20.98
-1.286,44.78,-20.87
-1.285,44.78,-20.75
-1.284,44.78,-20.64
-1.283,44.78,-20.52
-1.282,44.78,-20.4
-1.281,44.78,-20.29
-1.28,44.78,-20.18
-1.279,44.78,-20.09
-1.278,44.78,-20.01
-1.277,44.78,-19.92
-1.276,44.78,-19.83
-1.275,44.78,-19.72
-1.274,44.78,-19.59
-1.273,44.78,-19.41
-1.272,44.78,-19.14
-1.271,44.78,-19.01
-1.27,44.78,-18.79
-1.269,44.78,-18.52
-1.268,44.78,-18.23
-1.267,44.78,-17.93
-1.266,44.78,-17.62
-1.265,44.78,-17.31
-1.264,44.78,-16.98
-1.263,44.78,-16.65
-1.262,44.78,-16.3
-1.261,44.78,-15.94
-1.26,44.78,-15.56
-1.259,44.78,-15.18
-1.258,44.78,-14.8
-1.257,44.78,-14.41
-1.256,44.78,-13.96
-1.255,44.78,-13.46
-1.254,44.78,-12.87
-1.253,44.78,-12.17
-1.252,44.78,-11.3
-1.251,44.78,-10.17
-1.25,44.78,-8.51
-1.249,44.78,-6.73
-1.248,44.78,-5.17
-1.247,44.78,-4.34
-1.246,44.78,-3.87
-1.245,44.78,-3.59
-1.244,44.78,-3.37
-1.243,44.78,-3.08
-1.242,44.78,-2.61
-1.241,44.78,-1.78
-1.24,44.78,-0.18
-1.239,44.78,3.37
-1.238,44.78,7.76
-1.3,44.779,-22.18
-1.299,44.779,-22.27
-1.298,44.779,-22.23
-1.297,44.779,-22.13
-1.296,44.779,-22.02
-1.295,44.779,-21.9
-1.294,44.779,-21.78
-1.293,44.779,-21.67
-1.292,44.779,-21.55
-1.291,44.779,-21.45
-1.29,44.779,-21.34
-1.289,44.779,-21.23
-1.288,44.779,-21.12
-1.287,44.779,-21.0
-1.286,44.779,-20.89
-1.285,44.779,-20.77
-1.284,44.779,-20.66
-1.283,44.779,-20.54
-1.282,44.779,-20.43
-1.281,44.779,-20.32
-1.28,44.779,-20.21
-1.279,44.779,-20.12
-1.278,44.779,-20.02
-1.277,44.779,-19.92
-1.276,44.779,-19.82
-1.275,44.779,-19.71
-1.274,44.779,-19.59
-1.273,44.779,-19.47
-1.272,44.779,-19.33
-1.271,44.779,-19.06
-1.27,44.779,-18.79
-1.269,44.779,-18.51
-1.268,44.779,-18.21
-1.267,44.779,-17.92
-1.266,44.779,-17.61
-1.265,44.779,-17.3
-1.264,44.779,-16.98
-1.263,44.779,-16.65
-1.262,44.779,-16.31
-1.261,44.779,-15.95
-1.26,44.779,-15.58
-1.259,44.779,-15.2
-1.258,44.779,-14.81
-1.257,44.779,-14.4
-1.256,44.779,-13.94
-1.255,44.779,-13.43
-1.254,44.779,-12.83
-1.253,44.779,-12.12
-1.252,44.779,-11.23
-1.251,44.779,-10.05
-1.25,44.779,-8.44
-1.249,44.779,-6.71
-1.248,44.779,-5.23
-1.247,44.779,-4.36
-1.246,44.779,-3.87
-1.245,44.779,-3.55
-1.244,44.779,-3.25
-1.243,44.779,-2.85
-1.242,44.779,-2.18
-1.241,44.779,-0.97
-1.24,44.779,1.39
-1.239,44.779,5.41
-1.238,44.779,10.76
-1.3,44.778,-22.38
-1.299,44.778,-22.4
-1.298,44.778,-22.3
-1.297,44.778,-22.17
-1.296,44.778,-22.04
-1.295,44.778,-21.91
-1.294,44.778,-21.79
-1.293,44.778,-21.68
-1.292,44.778,-21.57
-1.291,44.778,-21.46
-1.29,44.778,-21.35
-1.289,44.778,-21.25
-1.288,44.778,-21.14
-1.287,44.778,-21.02
-1.286,44.778,-20.91
-1.285,44.778,-20.8
-1.284,44.778,-20.68
-1.283,44.778,-20.57
-1.282,44.778,-20.46
-1.281,44.778,-20.35
-1.28,44.778,-20.24
-1.279,44.778,-20.15
-1.278,44.778,-20.04
-1.277,44.778,-19.93
-1.276,44.778,-19.82
-1.275,44.778,-19.71
-1.274,44.778,-19.59
-1.273,44.778,-19.45
-1.272,44.778,-19.27
-1.271,44.778,-19.04
-1.27,44.778,-18.78
-1.269,44.778,-18.49
-1.268,44.778,-18.2
-1.267,44.778,-17.9
-1.266,44.778,-17.6
-1.265,44.778,-17.3
-1.264,44.778,-16.98
-1.263,44.778,-16.66
-1.262,44.778,-16.32
-1.261,44.778,-15.97
-1.26,44.778,-15.6
-1.259,44.778,-15.22
-1.258,44.778,-14.82
-1.257,44.778,-14.4
-1.256,44.778,-13.93
-1.255,44.778,-13.41
-1.254,44.778,-12.81
-1.253,44.778,-12.11
-1.252,44.778,-11.23
-1.251,44.778,-10.06
-1.25,44.778,-8.44
-1.249,44.778,-6.69
-1.248,44.778,-5.17
-1.247,44.778,-4.34
-1.246,44.778,-3.84
-1.245,44.778,-3.47
-1.244,44.778,-3.07
-1.243,44.778,-2.52
-1.242,44.778,-1.64
-1.241,44.778,-0.18
-1.24,44.778,2.54
-1.239,44.778,6.2
-1.238,44.778,10.26
-1.3,44.777,-22.39
-1.299,44.777,-22.39
-1.298,44.777,-22.3
-1.297,44.777,-22.17
-1.296,44.777,-22.05
-1.295,44.777,-21.92
-1.294,44.777,-21.81
-1.293,44.777,-21.69
-1.292,44.777,-21.59
-1.291,44.777,-21.48
-1.29,44.777,-21.37
-1.289,44.777,-21.27
-1.288,44.777,-21.16
-1.287,44.777,-21.05
-1.286,44.777,-20.93
-1.285,44.777,-20.82
-1.284,44.777,-20.71
-1.283,44.777,-20.6
-1.282,44.777,-20.48
-1.281,44.777,-20.38
-1.28,44.777,-20.27
-1.279,44.777,-20.18
-1.278,44.777,-20.06
-1.277,44.777,-19.94
-1.276,44.777,-19.82
-1.275,44.777,-19.7
-1.274,44.777,-19.58
-1.273,44.777,-19.46
-1.272,44.777,-19.31
-1.271,44.777,-19.04
-1.27,44.777,-18.76
-1.269,44.777,-18.47
-1.268,44.777,-18.18
-1.267,44.777,-17.89
-1.266,44.777,-17.6
-1.265,44.777,-17.3
-1.264,44.777,-16.99
-1.263,44.777,-16.67
-1.262,44.777,-16.34
-1.261,44.777,-15.99
-1.26,44.777,-15.63
-1.259,44.777,-15.24
-1.258,44.777,-14.84
-1.257,44.777,-14.4
-1.256,44.777,-13.93
-1.255,44.777,-13.4
-1.254,44.777,-12.8
-1.253,44.777,-12.1
-1.252,44.777,-11.26
-1.251,44.777,-10.17
-1.25,44.777,-8.48
-1.249,44.777,-6.72
-1.248,44.777,-5.23
-1.247,44.777,-4.36
-1.246,44.777,-3.82
-1.245,44.777,-3.38
-1.244,44.777,-2.88
-1.243,44.777,-2.15
-1.242,44.777,-0.99
-1.241,44.777,0.86
-1.24,44.777,3.63
-1.239,44.777,7.08
-1.3,44.776,-22.38
-1.299,44.776,-22.34
-1.298,44.776,-22.26
-1.297,44.776,-22.15
-1.296,44.776,-22.04
-1.295,44.776,-21.93
-1.294,44.776,-21.81
-1.293,44.776,-21.71
-1.292,44.776,-21.6
-1.291,44.776,-21.5
-1.29,44.776,-21.39
-1.289,44.776,-21.28
-1.288,44.776,-21.18
-1.287,44.776,-21.07
-1.286,44.776,-20.96
-1.285,44.776,-20.84
-1.284,44.776,-20.73
-1.283,44.776,-20.62
-1.282,44.776,-20.51
-1.281,44.776,-20.4
-1.28,44.776,-20.29
-1.279,44.776,-20.18
-1.278,44.776,-20.06
-1.277,44.776,-19.94
-1.276,44.776,-19.82
-1.275,44.776,-19.69
-1.274,44.776,-19.55
-1.273,44.776,-19.39
-1.272,44.776,-19.2
-1.271,44.776,-18.98
-1.27,44.776,-18.71
-1.269,44.776,-18.44
-1.268,44.776,-18.16
-1.267,44.776,-17.88
-1.266,44.776,-17.59
-1.265,44.776,-17.3
-1.264,44.776,-17.0
-1.263,44.776,-16.69
-1.262,44.776,-16.36
-1.261,44.776,-16.02
-1.26,44.776,-15.66
-1.259,44.776,-15.27
-1.258,44.776,-14.86
-1.257,44.776,-14.41
-1.256,44.776,-13.93
-1.255,44.776,-13.39
-1.254,44.776,-12.78
-1.253,44.776,-12.06
-1.252,44.776,-11.17
-1.251,44.776,-10.0
-1.25,44.776,-8.4
-1.249,44.776,-6.69
-1.248,44.776,-5.17
-1.247,44.776,-4.35
-1.246,44.776,-3.8
-1.245,44.776,-3.33
-1.244,44.776,-2.74
-1.243,44.776,-1.87
-1.242,44.776,-0.47
-1.241,44.776,1.69
-1.24,44.776,4.56
-1.239,44.776,7.85
-1.3,44.775,-22.23
-1.299,44.775,-22.24
-1.298,44.775,-22.2
-1.297,44.775,-22.12
-1.296,44.775,-22.02
-1.295,44.775,-21.92
-1.294,44.775,-21.82
-1.293,44.775,-21.72
-1.292,44.775,-21.61
-1.291,44.775,-21.51
-1.29,44.775,-21.41
-1.289,44.775,-21.3
-1.288,44.775,-21.2
-1.287,44.775,-21.09
-1.286,44.775,-20.98
-1.285,44.775,-20.87
-1.284,44.775,-20.76
-1.283,44.775,-20.65
-1.282,44.775,-20.53
-1.281,44.775,-20.42
-1.28,44.775,-20.3
-1.279,44.775,-20.18
-1.278,44.775,-20.07
-1.277,44.775,-19.95
-1.276,44.775,-19.81
-1.275,44.775,-19.67
-1.274,44.775,-19.51
-1.273,44.775,-19.34
-1.272,44.775,-19.14
-1.271,44.775,-18.91
-1.27,44.775,-18.67
-1.269,44.775,-18.41
-1.268,44.775,-18.14
-1.267,44.775,-17.86
-1.266,44.775,-17.58
-1.265,44.775,-17.3
-1.264,44.775,-17.01
-1.263,44.775,-16.7
-1.262,44.775,-16.39
-1.261,44.775,-16.05
-1.26,44.775,-15.69
-1.259,44.775,-15.3
-1.258,44.775,-14.88
-1.257,44.775,-14.43
-1.256,44.775,-13.94
-1.255,44.775,-13.39
-1.254,44.775,-12.77
-1.253,44.775,-12.03
-1.252,44.775,-11.12
-1.251,44.775,-9.93
-1.25,44.775,-8.39
-1.249,44.775,-6.74
-1.248,44.775,-5.31
-1.247,44.775,-4.42
-1.246,44.775,-3.83
-1.245,44.775,-3.32
-1.244,44.775,-2.69
-1.243,44.775,-1.73
-1.242,44.775,-0.18
-1.241,44.775,2.37
-1.24,44.775,5.61
-1.239,44.775,9.27
-1.168,44.775,5.28
-1.167,44.775,4.89
-1.166,44.775,5.29
-1.165,44.775,5.3
-1.164,44.775,5.29
-1.3,44.774,-22.22
-1.299,44.774,-22.2
-1.298,44.774,-22.15
-1.297,44.774,-22.09
-1.296,44.774,-22.01
-1.295,44.774,-21.91
-1.294,44.774,-21.82
-1.293,44.774,-21.72
-1.292,44.774,-21.62
-1.291,44.774,-21.52
-1.29,44.774,-21.42
-1.289,44.774,-21.32
-1.288,44.774,-21.21
-1.287,44.774,-21.11
-1.286,44.774,-21.0
-1.285,44.774,-20.89
-1.284,44.774,-20.78
-1.283,44.774,-20.67
-1.282,44.774,-20.56
-1.281,44.774,-20.45
-1.28,44.774,-20.33
-1.279,44.774,-20.21
-1.278,44.774,-20.09
-1.277,44.774,-19.97
-1.276,44.774,-19.82
-1.275,44.774,-19.67
-1.274,44.774,-19.49
-1.273,44.774,-19.28
-1.272,44.774,-19.04
-1.271,44.774,-18.85
-1.27,44.774,-18.63
-1.269,44.774,-18.38
-1.268,44.774,-18.12
-1.267,44.774,-17.85
-1.266,44.774,-17.58
-1.265,44.774,-17.3
-1.264,44.774,-17.02
-1.263,44.774,-16.72
-1.262,44.774,-16.41
-1.261,44.774,-16.08
-1.26,44.774,-15.72
-1.259,44.774,-15.33
-1.258,44.774,-14.91
-1.257,44.774,-14.46
-1.256,44.774,-13.96
-1.255,44.774,-13.4
-1.254,44.774,-12.78
-1.253,44.774,-12.06
-1.252,44.774,-11.17
-1.251,44.774,-10.01
-1.25,44.774,-8.43
-1.249,44.774,-6.75
-1.248,44.774,-5.31
-1.247,44.774,-4.43
-1.246,44.774,-3.85
-1.245,44.774,-3.34
-1.244,44.774,-2.71
-1.243,44.774,-1.69
-1.242,44.774,0.06
-1.241,44.774,2.97
-1.24,44.774,6.73
-1.239,44.774,11.02
-1.169,44.774,6.3
-1.168,44.774,5.61
-1.167,44.774,5.19
-1.166,44.774,5.21
-1.165,44.774,5.19
-1.164,44.774,5.16
-1.163,44.774,5.12
-1.162,44.774,5.1
-1.161,44.774,5.13
-1.3,44.773,-22.11
-1.299,44.773,-22.15
-1.298,44.773,-22.12
-1.297,44.773,-22.07
-1.296,44.773,-21.99
-1.295,44.773,-21.91
-1.294,44.773,-21.82
-1.293,44.773,-21.73
-1.292,44.773,-21.63
-1.291,44.773,-21.53
-1.29,44.773,-21.43
-1.289,44.773,-21.33
-1.288,44.773,-21.23
-1.287,44.773,-21.13
-1.286,44.773,-21.02
-1.285,44.773,-20.92
-1.284,44.773,-20.81
-1.283,44.773,-20.7
-1.282,44.773,-20.59
-1.281,44.773,-20.48
-1.28,44.773,-20.37
-1.279,44.773,-20.25
-1.278,44.773,-20.13
-1.277,44.773,-20.0
-1.276,44.773,-19.84
-1.275,44.773,-19.68
-1.274,44.773,-19.5
-1.273,44.773,-19.32
-1.272,44.773,-19.12
-1.271,44.773,-18.88
-1.27,44.773,-18.63
-1.269,44.773,-18.37
-1.268,44.773,-18.11
-1.267,44.773,-17.85
-1.266,44.773,-17.58
-1.265,44.773,-17.31
-1.264,44.773,-17.03
-1.263,44.773,-16.75
-1.262,44.773,-16.44
-1.261,44.773,-16.11
-1.26,44.773,-15.76
-1.259,44.773,-15.37
-1.258,44.773,-14.95
-1.257,44.773,-14.49
-1.256,44.773,-13.98
-1.255,44.773,-13.42
-1.254,44.773,-12.8
-1.253,44.773,-12.09
-1.252,44.773,-11.25
-1.251,44.773,-10.18
-1.25,44.773,-8.49
-1.249,44.773,-6.73
-1.248,44.773,-5.18
-1.247,44.773,-4.38
-1.246,44.773,-3.84
-1.245,44.773,-3.36
-1.244,44.773,-2.76
-1.243,44.773,-1.79
-1.242,44.773,-0.01
-1.241,44.773,3.35
-1.24,44.773,7.68
-1.239,44.773,12.77
-1.168,44.773,5.15
-1.167,44.773,5.06
-1.166,44.773,5.05
-1.165,44.773,5.02
-1.164,44.773,4.96
-1.163,44.773,4.87
-1.162,44.773,4.74
-1.161,44.773,4.56
-1.16,44.773,4.29
-1.3,44.772,-22.27
-1.299,44.772,-22.19
-1.298,44.772,-22.12
-1.297,44.772,-22.05
-1.296,44.772,-21.98
-1.295,44.772,-21.9
-1.294,44.772,-21.82
-1.293,44.772,-21.73
-1.292,44.772,-21.64
-1.291,44.772,-21.54
-1.29,44.772,-21.45
-1.289,44.772,-21.35
-1.288,44.772,-21.25
-1.287,44.772,-21.15
-1.286,44.772,-21.04
-1.285,44.772,-20.94
-1.284,44.772,-20.84
-1.283,44.772,-20.73
-1.282,44.772,-20.63
-1.281,44.772,-20.52
-1.28,44.772,-20.41
-1.279,44.772,-20.3
-1.278,44.772,-20.18
-1.277,44.772,-20.03
-1.276,44.772,-19.87
-1.275,44.772,-19.69
-1.274,44.772,-19.52
-1.273,44.772,-19.33
-1.272,44.772,-19.12
-1.271,44.772,-18.88
-1.27,44.772,-18.62
-1.269,44.772,-18.36
-1.268,44.772,-18.1
-1.267,44.772,-17.84
-1.266,44.772,-17.58
-1.265,44.772,-17.32
-1.264,44.772,-17.05
-1.263,44.772,-16.77
-1.262,44.772,-16.47
-1.261,44.772,-16.15
-1.26,44.772,-15.8
-1.259,44.772,-15.41
-1.258,44.772,-14.99
-1.257,44.772,-14.53
-1.256,44.772,-14.01
-1.255,44.772,-13.45
-1.254,44.772,-12.81
-1.253,44.772,-12.07
-1.252,44.772,-11.18
-1.251,44.772,-10.01
-1.25,44.772,-8.43
-1.249,44.772,-6.76
-1.248,44.772,-5.31
-1.247,44.772,-4.42
-1.246,44.772,-3.83
-1.245,44.772,-3.32
-1.244,44.772,-2.7
-1.243,44.772,-1.79
-1.242,44.772,-0.18
-1.241,44.772,3.68
-1.24,44.772,8.26
-1.168,44.772,5.05
-1.167,44.772,5.0
-1.166,44.772,4.94
-1.165,44.772,4.86
-1.164,44.772,4.76
-1.163,44.772,4.64
-1.162,44.772,4.49
-1.161,44.772,4.33
-1.16,44.772,4.19
-1.3,44.771,-22.19
-1.299,44.771,-22.15
-1.298,44.771,-22.1
-1.297,44.771,-22.04
-1.296,44.771,-21.97
-1.295,44.771,-21.89
-1.294,44.771,-21.81
-1.293,44.771,-21.73
-1.292,44.771,-21.64
-1.291,44.771,-21.55
-1.29,44.771,-21.46
-1.289,44.771,-21.36
-1.288,44.771,-21.26
-1.287,44.771,-21.16
-1.286,44.771,-21.06
-1.285,44.771,-20.96
-1.284,44.771,-20.86
-1.283,44.771,-20.76
-1.282,44.771,-20.66
-1.281,44.771,-20.55
-1.28,44.771,-20.45
-1.279,44.771,-20.34
-1.278,44.771,-20.21
-1.277,44.771,-20.06
-1.276,44.771,-19.89
-1.275,44.771,-19.7
-1.274,44.771,-19.51
-1.273,44.771,-19.35
-1.272,44.771,-19.21
-1.271,44.771,-18.89
-1.27,44.771,-18.6
-1.269,44.771,-18.34
-1.268,44.771,-18.09
-1.267,44.771,-17.84
-1.266,44.771,-17.59
-1.265,44.771,-17.33
-1.264,44.771,-17.07
-1.263,44.771,-16.8
-1.262,44.771,-16.5
-1.261,44.771,-16.19
-1.26,44.771,-15.84
-1.259,44.771,-15.46
-1.258,44.771,-15.03
-1.257,44.771,-14.57
-1.256,44.771,-14.05
-1.255,44.771,-13.48
-1.254,44.771,-12.83
-1.253,44.771,-12.07
-1.252,44.771,-11.14
-1.251,44.771,-9.93
-1.25,44.771,-8.39
-1.249,44.771,-6.74
-1.248,44.771,-5.3
-1.247,44.771,-4.39
-1.246,44.771,-3.75
-1.245,44.771,-3.14
-1.244,44.771,-2.33
-1.243,44.771,-1.07
-1.242,44.771,1.08
-1.241,44.771,4.85
-1.24,44.771,9.66
-1.168,44.771,5.95
-1.167,44.771,5.26
-1.166,44.771,4.93
-1.165,44.771,4.73
-1.164,44.771,4.58
-1.163,44.771,4.45
-1.162,44.771,4.32
-1.161,44.771,4.22
-1.16,44.771,4.17
-1.159,44.771,4.24
-1.158,44.771,4.29
-1.3,44.77,-22.1
-1.299,44.77,-22.1
-1.298,44.77,-22.07
-1.297,44.77,-22.02
-1.296,44.77,-21.96
-1.295,44.77,-21.89
-1.294,44.77,-21.81
-1.293,44.77,-21.73
-1.292,44.77,-21.65
-1.291,44.77,-21.56
-1.29,44.77,-21.47
-1.289,44.77,-21.37
-1.288,44.77,-21.28
-1.287,44.77,-21.18
-1.286,44.77,-21.08
-1.285,44.77,-20.98
-1.284,44.77,-20.89
-1.283,44.77,-20.79
-1.282,44.77,-20.69
-1.281,44.77,-20.59
-1.28,44.77,-20.48
-1.279,44.77,-20.37
-1.278,44.77,-20.25
-1.277,44.77,-20.09
-1.276,44.77,-19.9
-1.275,44.77,-19.69
-1.274,44.77,-19.46
-1.273,44.77,-19.2
-1.272,44.77,-18.91
-1.271,44.77,-18.74
-1.27,44.77,-18.53
-1.269,44.77,-18.3
-1.268,44.77,-18.07
-1.267,44.77,-17.83
-1.266,44.77,-17.6
-1.265,44.77,-17.35
-1.264,44.77,-17.09
-1.263,44.77,-16.83
